Entry	Entry Name	Protein names	Organism	Length
P35208	SPT10_YEAST	Protein SPT10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	640
P35729	NU120_YEAST	Nucleoporin NUP120 (Nuclear pore protein NUP120)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1037
P35844	KES1_YEAST	Oxysterol-binding protein homolog 4 (Bypass SECl4 recessive protein 3) (KRE11-1 suppressor protein 1) (Protein KES1) (Oxysterol-binding protein-related protein 4) (ORP 4) (OSBP-related protein 4)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	434
P36027	MID2_YEAST	Cell wall integrity sensor MID2 (Mating pheromone-induced death protein 2) (Protein kinase A interference protein 1) (Serine-rich multicopy suppressor protein 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	376
P36033	FRE2_YEAST	Ferric/cupric reductase transmembrane component 2 (EC 1.16.1.9) (Ferric-chelate reductase 2)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	711
P36047	SDS22_YEAST	Protein phosphatase 1 regulatory subunit SDS22	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	338
P36048	SN114_YEAST	Pre-mRNA-splicing factor SNU114 (114 kDa U5 small nuclear ribonucleoprotein component) (Growth inhibitory protein 10)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1008
P36075	CUE2_YEAST	Endonuclease CUE2 (Coupling of ubiquitin conjugation to ER degradation protein 2)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	443
P36081	PSG1_YEAST	PMA1 stabilization in the Golgi protein 1 [Cleaved into: PSG1-N'; PSG1-C']	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	392
P36091	DCW1_YEAST	Mannan endo-1,6-alpha-mannosidase DCW1 (EC 3.2.1.101) (Defective cell wall 1) (Endo-alpha-1->6-D-mannanase DCW1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	449
P36096	TUL1_YEAST	Transmembrane E3 ubiquitin-protein ligase 1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TUL1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	758
P36107	AUR1_YEAST	Inositol phosphorylceramide synthase catalytic subunit AUR1 (IPC synthase catalytic subunit AUR1) (EC 2.7.1.227) (Aureobasidin A resistance protein) (Phosphatidylinositol:ceramide phosphoinositol transferase)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	401
P36124	SET3_YEAST	SET domain-containing protein 3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	751
P36135	UTH1_YEAST	Probable secreted beta-glucosidase UTH1 (EC 3.2.1.-) (Youth protein 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	365
P36142	HFL1_YEAST	Vacuole membrane protein HFL1 (Has fused lysosomes protein 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	418
P36525	RM24_YEAST	Large ribosomal subunit protein bL28m (54S ribosomal protein L24, mitochondrial) (YmL14/YmL24)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	258
P37020	GEF1_YEAST	Anion/proton exchange transporter GEF1 (CLC protein GEF1) (ClC-A) (ClC-Y1) (Voltage-gated chloride channel) [Cleaved into: GEF1 N-terminal; GEF1 C-terminal]	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	779
P37291	GLYC_YEAST	Serine hydroxymethyltransferase, cytosolic (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	469
P37370	VRP1_YEAST	Verprolin	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	817
P38070	YPK3_YEAST	Serine/threonine-protein kinase YPK3 (EC 2.7.11.1) (Ribosomal S6 kinase homolog YPK3) (S6K homolog YPK3)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	525
P38077	ATPG_YEAST	ATP synthase subunit gamma, mitochondrial (F-ATPase gamma subunit)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	311
P38109	ATG42_YEAST	Vacuolar serine-type carboxypeptidase ATG42 (EC 3.4.16.5) (Carboxypeptidase C) (CPC)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	508
P38121	DPOA2_YEAST	DNA polymerase alpha subunit B (DNA polymerase I subunit B) (DNA polymerase alpha:primase complex p86 subunit) (Pol alpha-primase complex p86 subunit) (DNA polymerase-primase complex p74 subunit)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	705
P38129	TAF5_YEAST	SAGA complex/transcription factor TFIID complex subunit TAF5 (TAFII-90) (TBP-associated factor 5) (TBP-associated factor 90 kDa) (Transcription initiation factor TFIID subunit 5)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	798
P38132	MCM7_YEAST	DNA replication licensing factor MCM7 (EC 3.6.4.12) (Cell division control protein 47) (Minichromosome maintenance protein 7)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	845
P38137	FAT2_YEAST	Oxalate--CoA ligase (EC 6.2.1.8) (Acyl-activating enzyme 3) (Oxalyl-CoA synthetase) (Peroxisomal-coenzyme A synthetase)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	543
P38144	ISW1_YEAST	ISWI chromatin-remodeling complex ATPase ISW1 (EC 3.6.4.-)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1129
P38149	DUG2_YEAST	Probable di- and tripeptidase DUG2 (EC 3.4.-.-) (Deficient in utilization of glutathione protein 2) (GSH degradosomal complex subunit DUG2)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	878
P38212	RCR1_YEAST	Protein RCR1 (Resistance to Congo red protein 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	213
P38228	TCM62_YEAST	Mitochondrial chaperone TCM62	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	572
P38255	RXT2_YEAST	Transcriptional regulatory protein RXT2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	430
P38261	EXO84_YEAST	Exocyst complex component EXO84 (Exocyst complex protein of 84 kDa) (U1 SNP1-associating protein 3)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	753
P38272	SHE3_YEAST	SWI5-dependent HO expression protein 3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	425
P38274	HSL7_YEAST	Protein arginine N-methyltransferase HSL7 (EC 2.1.1.320) (Histone synthetic lethal protein 7) (Type II protein arginine N-methyltransferase) (Type II PRMT)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	827
P38287	CSH1_YEAST	Mannosyl phosphorylinositol ceramide synthase CSH1 (EC 2.4.1.370) (CSG1/SUR1 homolog 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	376
P38310	FTH1_YEAST	Iron transporter FTH1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	465
P38316	ATG12_YEAST	Ubiquitin-like protein ATG12 (Autophagy-related protein 12)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	186
P38326	SWC5_YEAST	SWR1-complex protein 5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	303
P38329	VHC1_YEAST	Vacuolar cation-chloride cotransporter 1 (Vacuolar homolog of CCC family protein 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1120
P38348	HSM3_YEAST	DNA mismatch repair protein HSM3 (Enhanced spontaneous mutability protein 3)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	480
P38352	SAF1_YEAST	SCF-associated factor 1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	637
P38356	BSD2_YEAST	Metal homeostatis protein BSD2 (Bypass SOD defects protein 2)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	321
P38360	ATU1_YEAST	P-type cation-transporting ATPase (EC 7.2.2.21) (Cadmium resistance protein 2) (Cadmium-translocating P-type ATPase) (Cd(2+)-exporting ATPase)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1216
P38428	CUE1_YEAST	Coupling of ubiquitin conjugation to ER degradation protein 1 (Kinetochore-defect suppressor 4)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	203
P38431	IF5_YEAST	Eukaryotic translation initiation factor 5 (eIF-5)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	405
P38623	RCK2_YEAST	Serine/threonine-protein kinase RCK2 (EC 2.7.11.1) (CAM kinase-like protein kinase CLK1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	610
P38624	PSB1_YEAST	Proteasome subunit beta type-1 (EC 3.4.25.1) (Macropain subunit PRE3) (Multicatalytic endopeptidase complex subunit PRE3) (Proteasome component PRE3) (Proteinase YSCE subunit PRE3)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	215
P38632	NSE2_YEAST	E3 SUMO-protein ligase MMS21 (EC 2.3.2.-) (E3 SUMO-protein transferase MMS21) (Methyl methanesulfonate-sensitivity protein 21) (Non-structural maintenance of chromosome element 2) (Non-SMC element 2)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	267
P38688	SRP72_YEAST	Signal recognition particle subunit SRP72 (Signal recognition particle 72 kDa protein homolog)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	640
P38691	KSP1_YEAST	Serine/threonine-protein kinase KSP1 (EC 2.7.11.1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1029
P38712	RRP3_YEAST	ATP-dependent rRNA helicase RRP3 (EC 3.6.4.13) (Ribosomal RNA-processing protein 3)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	501
P38719	DBP8_YEAST	ATP-dependent RNA helicase DBP8 (EC 3.6.4.13) (DEAD box protein 8)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	431
P38754	RL14B_YEAST	Large ribosomal subunit protein eL14B (60S ribosomal protein L14-B)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	138
P38770	BRL1_YEAST	Nucleus export protein BRL1 (BRR6-like protein 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	471
P38788	SSZ1_YEAST	Ribosome-associated complex subunit SSZ1 (DnaK-related protein SSZ1) (Heat shock protein 70 homolog SSZ1) (Pleiotropic drug resistance protein 13)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	538
P38789	SSF1_YEAST	Ribosome biogenesis protein SSF1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	453
P38828	LSM12_YEAST	Protein LSM12 (Sm-like protein 12)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	187
P38830	NDT80_YEAST	Meiosis-specific transcription factor NDT80	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	627
P38855	PEX18_YEAST	Peroxisomal membrane protein PEX18 (Peroxin-18)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	283
P38873	KOG1_YEAST	Target of rapamycin complex 1 subunit KOG1 (TORC1 subunit KOG1) (Kontroller of growth protein 1) (Local anesthetic-sensitive protein 24) (Regulatory-associated protein of TOR) (Raptor)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1557
P38879	NACA_YEAST	Nascent polypeptide-associated complex subunit alpha (NAC-alpha) (Alpha-NAC) (GAL4 DNA-binding enhancer protein 2)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	174
P38881	NVJ1_YEAST	Nucleus-vacuole junction protein 1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	321
P38888	MNL1_YEAST	ER degradation-enhancing alpha-mannosidase-like protein 1 (EC 3.2.1.24)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	796
P38889	SKN7_YEAST	Transcription factor SKN7 (Peroxide sensitivity protein 9)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	622
P38928	AXL2_YEAST	Axial budding pattern protein 2 (Bud site selection protein 10) (Suppressor of RHO3 protein 4)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	823
P38931	SSN2_YEAST	Mediator of RNA polymerase II transcription subunit 13 (Mediator complex subunit 13) (Protein SCA1) (Suppressor of RNA polymerase B SSN2)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1420
P38954	IPT1_YEAST	Inositolphosphotransferase 1 (EC 2.7.1.228) (Mannosyl diphosphorylinositol ceramide synthase)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	527
P38959	VPS41_YEAST	Vacuolar protein sorting-associated protein 41 (Vacuolar morphogenesis protein 2)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	992
P38996	NAB3_YEAST	Nuclear polyadenylated RNA-binding protein 3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	802
P39008	POP2_YEAST	Poly(A) ribonuclease POP2 (EC 3.1.13.4) (CCR4-associated factor 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	433
P39012	GAA1_YEAST	GPI transamidase component GAA1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	614
P39014	MET30_YEAST	F-box protein MET30 (E3 ubiquitin ligase complex SCF(Met30) subunit MET30) (Methionine-requiring protein 30)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	640
P39078	TCPD_YEAST	T-complex protein 1 subunit delta (TCP-1-delta) (CCT-delta)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	528
P39104	PIK1_YEAST	Phosphatidylinositol 4-kinase PIK1 (PI4-kinase) (PtdIns-4-kinase) (EC 2.7.1.67)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1066
P39109	YCFI_YEAST	Metal resistance protein YCF1 (ABC-type Cd(2+) transporter) (EC 7.2.2.2) (ABC-type glutathione-S-conjugate transporter) (EC 7.6.2.3) (Yeast cadmium factor 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1515
P39113	CAT8_YEAST	Regulatory protein CAT8	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1433
P39516	RS14B_YEAST	Small ribosomal subunit protein uS11B (40S ribosomal protein S14-B) (RP59B)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	138
P39526	LAA1_YEAST	AP-1 accessory protein LAA1 (Large AP-1 accessory protein 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	2014
P39676	FHP_YEAST	Flavohemoprotein (EC 1.14.12.17) (Flavohemoglobin) (Hemoglobin-like protein) (Nitric oxide dioxygenase) (NO oxygenase) (NOD)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	399
P39723	MBO1_YEAST	Gamma tubulin complex adapter SPC72	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	622
P39724	BOL3_YEAST	BolA-like protein 3 (Altered inheritance of mitochondria protein 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	118
P39726	GCSH_YEAST	Glycine cleavage system H protein, mitochondrial (Glycine decarboxylase complex subunit H)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	170
P39727	ERV46_YEAST	ER-derived vesicles protein ERV46	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	415
P39744	NOC2_YEAST	Nucleolar complex protein 2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	710
P39875	EXO1_YEAST	Exodeoxyribonuclease 1 (EC 3.1.-.-) (Exodeoxyribonuclease I) (EXO I) (Exonuclease I) (Protein DHS1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	702
P39904	VPS52_YEAST	Vacuolar protein sorting-associated protein 52 (Suppressor of actin mutation protein 2)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	641
P39926	SSO2_YEAST	Protein SSO2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	295
P39928	SLN1_YEAST	Osmosensing histidine protein kinase SLN1 (EC 2.7.13.3) (Osmolarity two-component system protein SLN1) (Tyrosine phosphatase-dependent protein 2)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1220
P39929	SNF7_YEAST	Vacuolar-sorting protein SNF7 (DOA4-independent degradation protein 1) (Sucrose nonfermenting protein 7) (Vacuolar protein-sorting-associated protein 32)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	240
P39943	MIG3_YEAST	Transcription corepressor MIG3 (Multicopy inhibitor of growth protein 3)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	394
P39962	KC13_YEAST	Casein kinase I homolog 3 (EC 2.7.11.1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	524
P39984	HAT2_YEAST	Histone acetyltransferase type B subunit 2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	401
P39986	SPF1_YEAST	Endoplasmic reticulum transmembrane helix translocase (EC 7.4.2.-) (Complexed with DOR1 protein 1) (Endoplasmic reticulum P5A-ATPase) (Sensitivity to the P.farinosa killer toxin protein 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1215
P39995	EAF5_YEAST	Chromatin modification-related protein EAF5 (ESA1-associated factor 5)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	279
P39998	EDC3_YEAST	Enhancer of mRNA-decapping protein 3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	551
P40003	VAB2_YEAST	Biogenesis of lysosome-related organelles complex 1 subunit VAB2 (BLOC-1 subunit VAB2) (VAC8-binding protein 2)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	282
P40005	PFD2_YEAST	Prefoldin subunit 2 (Genes involved in microtubule biogenesis protein 4) (Gim complex subunit 4) (GimC subunit 4)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	111
P40023	EDC2_YEAST	Enhancer of mRNA-decapping protein 2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	145
P40034	JHD1_YEAST	JmjC domain-containing histone demethylation protein 1 (EC 1.14.11.27) (Jumonji/ARID domain-containing protein 1) (ScJHDM1) ([Histone-H3]-lysine-36 demethylase 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	492
P40054	SERA_YEAST	D-3-phosphoglycerate dehydrogenase 1 (3-PGDH 1) (EC 1.1.1.95) (2-oxoglutarate reductase) (EC 1.1.1.399)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	469
P40055	UTP7_YEAST	U3 small nucleolar RNA-associated protein 7 (U3 snoRNA-associated protein 7) (U three protein 7)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	554
P40059	DOT6_YEAST	Transcriptional regulatory protein DOT6 (Disrupter of telomere silencing protein 6) (PAC-binding factor 2)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	670
P40061	TSC11_YEAST	Target of rapamycin complex 2 subunit TSC11 (TORC2 subunit TSC11) (Adheres voraciously to TOR2 protein 3) (Temperature-sensitive CSG2 suppressor protein 11)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1430
P40073	SHO1_YEAST	High osmolarity signaling protein SHO1 (Osmosensor SHO1) (Suppressor of SUA8-1 mutation) (Synthetic high osmolarity-sensitive protein 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	367
P40075	SCS2_YEAST	Vesicle-associated membrane protein-associated protein SCS2 (VAMP-associated protein SCS2) (Choline sensitivity suppressor protein 2) (VAP homolog 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	244
P40091	PEA2_YEAST	Protein PEA2 (Protein PPF2)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	420
P40094	COG3_YEAST	Conserved oligomeric Golgi complex subunit 3 (COG complex subunit 3) (Component of oligomeric Golgi complex 3) (Protein SEC34)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	801
P40152	PPN2_YEAST	Zinc-dependent endopolyphosphatase (EC 3.6.1.10) (Vacuolar polyphosphatase PPN2)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	326
P40167	ZC3HD_YEAST	Sporulation-specific with a leucine zipper motif protein 1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	298
P40218	LDO45_YEAST	Lipid droplet organization protein LDO45 (Lipid droplet organization 45 KDa protein)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	412
P40219	LDO16_YEAST	Lipid droplet organization protein LDO16 (Lipid droplet organization 16 KDa protein) (Outer spore wall protein 5)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	148
P40303	PSA4_YEAST	Proteasome subunit alpha type-4 (Macropain subunit PRE6) (Multicatalytic endopeptidase complex subunit PRE6) (Proteasome component PRE6) (Proteinase YSCE subunit PRE6)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	254
P40339	RFC4_YEAST	Replication factor C subunit 4 (Replication factor C4) (Activator 1 37 kDa subunit)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	323
P40345	PDAT_YEAST	Phospholipid:diacylglycerol acyltransferase (PDAT) (EC 2.3.1.158) (LCAT-related open reading frame 1) (Lecithin cholesterol acyl transferase-related open reading frame 1) (Triacylglycerol synthase) (TAG synthase)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	661
P40438	VTH1_YEAST	VPS10 homolog 1 (Sortilin VTH1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1549
P40460	NDC80_YEAST	Kinetochore protein NDC80 (80 kDa spindle component protein) (Nuclear division cycle protein 80) (Two-hybrid interaction with DMC1 protein 3)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	691
P40467	ASG1_YEAST	Activator of stress genes 1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	964
P40482	SEC24_YEAST	Protein transport protein SEC24 (Abnormal nuclear morphology 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	926
P40484	MOB1_YEAST	DBF2 kinase activator protein MOB1 (MPS1 binder 1) (Maintenance of ploidy protein MOB1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	314
P40485	SLM1_YEAST	Phosphatidylinositol 4,5-bisphosphate-binding protein SLM1 (Synthetic lethal with MSS4 protein 1) (TORC2 effector protein SLM1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	686
P40489	XBP1_YEAST	Transcriptional repressor XBP1 (XhoI site-binding protein 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	647
P40492	FYV10_YEAST	GID complex subunit 9 (EC 2.3.2.27) (Function required for yeast viability protein 10) (Glucose-induced degradation protein 9) (Probable E3 ubiquitin-protein ligase GID9)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	516
P40495	LYS12_YEAST	Homoisocitrate dehydrogenase, mitochondrial (HIcDH) (EC 1.1.1.87)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	371
P40513	MAM33_YEAST	Mitochondrial acidic protein MAM33	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	266
P40537	ULP2_YEAST	Ubiquitin-like-specific protease 2 (EC 3.4.22.-)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1034
P40541	SCC3_YEAST	Cohesin subunit SCC3 (Irregular cell behavior protein 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1150
P40548	SNL1_YEAST	HSP70 co-chaperone SNL1 (Suppressor of NUP116-C lethal)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	159
P40554	URM1_YEAST	Ubiquitin-related modifier 1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	99
P40557	EPS1_YEAST	ER-retained PMA1-suppressing protein 1 (EC 5.3.4.1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	701
P40558	CFD1_YEAST	Cytosolic Fe-S cluster assembly factor CFD1 (Cytosolic Fe-S cluster-deficient protein 1) (Ribosomal export protein 19)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	293
P40955	CHS6_YEAST	Chitin biosynthesis protein CHS6 (Protein CSD3)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	746
P40959	MVP1_YEAST	Sorting nexin MVP1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	511
P40961	PHB1_YEAST	Prohibitin-1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	287
P40968	PRP17_YEAST	Pre-mRNA-processing factor 17 (Cell division control protein 40)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	455
P40970	LCB2_YEAST	Serine palmitoyltransferase 2 (SPT 2) (EC 2.3.1.50) (Long chain base biosynthesis protein 2)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	561
P40988	FET4_YEAST	Low-affinity Fe(2+) transport protein (Low-affinity Fe(II) transport protein)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	552
P41543	OST1_YEAST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (N-linked oligosaccharyl transferase subunit 1) (Oligosaccharyl transferase 64 kDa subunit) (Oligosaccharyl transferase subunit OST1) (Oligosaccharyl transferase subunit alpha)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	476
P41695	BUB1_YEAST	Spindle assembly checkpoint serine/threonine-protein kinase BUB1 (EC 2.7.11.1) (Checkpoint serine/threonine-protein kinase BUB1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1021
P41800	MMM1_YEAST	Maintenance of mitochondrial morphology protein 1 (Mitochondrial outer membrane protein MMM1) (Yeast mitochondrial escape protein 6)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	426
P41813	FKH2_YEAST	Fork head protein homolog 2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	862
